k,d,A,p01_lam,p01_q,p01_raw,p012_lam,p012_q,p012_raw
10,238,1599,1,1,1,0,0,0
10,239,1599,1,1,1,0,0,0
10,246,1650,1,1,1,0,0,0
10,253,1700,1,1,1,1,1,1
10,253,1701,0,1,0,0,0,0
10,254,1700,0,1,0,0,1,0
10,254,1701,0,1,0,0,0,0
10,256,1715,1,0,0,0,0,0
10,258,1728,1,1,1,0,0,0
10,265,1781,1,1,1,0,0,0
10,266,1780,1,1,1,1,1,1
10,277,1862,1,0,0,0,0,0
10,280,1880,1,1,1,0,0,0
10,310,2079,1,1,1,0,0,0
10,337,2260,1,1,1,0,0,0
10,357,2400,1,0,0,0,0,0
10,358,2400,1,0,0,0,0,0
10,372,2499,1,0,0,0,0,0
10,435,2925,1,1,1,0,0,0
10,436,2925,1,1,1,0,0,0
10,455,3059,1,1,1,0,0,0
10,456,3059,1,1,1,0,0,0
10,467,3135,1,0,0,0,0,0
10,469,3149,1,1,1,0,0,0
10,477,3200,1,1,1,0,0,0
10,503,3380,1,1,1,0,0,0
10,506,3399,1,1,1,0,0,0
10,511,3430,1,0,0,0,0,0
10,524,3519,1,1,1,0,0,0
10,609,4095,1,1,1,0,0,0
10,610,4095,0,1,0,0,0,0
10,690,4640,1,1,1,0,0,0
10,696,4674,1,1,1,0,0,0
10,809,5439,1,0,0,0,0,0
10,810,5439,1,1,1,0,0,0
10,851,5719,1,1,1,0,0,0
10,934,6279,1,1,1,0,0,0
10,935,6279,1,1,1,0,0,0
10,940,6320,1,0,0,0,0,0
10,941,6320,1,0,0,0,0,0
10,976,6560,0,1,0,0,0,0
10,982,6600,1,1,1,0,0,0
10,1030,6919,1,1,1,0,0,0
10,1066,7168,0,1,0,0,0,0
10,1067,7168,1,1,1,0,0,0
10,1074,7220,1,1,1,0,0,0
10,1119,7524,1,1,1,0,0,0
10,1216,8177,1,1,1,0,0,0
10,1217,8177,1,1,1,0,0,0
10,1268,8525,1,1,1,0,0,0
10,1333,8960,1,1,1,0,0,0
10,1385,9309,1,1,1,0,0,0
10,1626,10934,0,1,0,0,0,0
10,1627,10934,0,1,0,0,0,0
10,1644,11049,1,1,1,0,0,0
10,1734,11655,1,1,1,0,0,0
10,1989,13376,1,0,0,0,0,0
10,1990,13376,1,0,0,0,0,0
10,2142,14405,1,0,0,0,0,0
10,2143,14405,1,0,0,0,0,0
10,2179,14651,1,0,0,0,0,0
10,2271,15264,1,1,1,0,0,0
10,2671,17954,1,1,1,0,0,0
