k,d,A,p01_lam,p01_q,p01_raw,p012_lam,p012_q,p012_raw
12,225,1832,1,1,1,0,0,0
12,229,1863,1,1,1,0,0,0
12,240,1952,1,1,1,0,0,0
12,246,2008,1,1,1,0,0,0
12,247,2015,1,1,1,0,0,0
12,248,2024,1,1,1,0,0,0
12,249,2024,1,1,1,0,0,0
12,255,2079,1,1,1,0,0,0
12,258,2106,1,1,1,0,0,0
12,259,2106,1,1,1,0,0,0
12,263,2144,1,1,1,0,0,0
12,277,2255,1,1,1,0,0,0
12,282,2295,1,1,1,0,0,0
12,296,2415,1,1,1,0,0,0
12,297,2415,1,1,1,0,0,0
12,298,2430,1,1,1,1,1,1
12,298,2431,1,1,1,0,0,0
12,299,2431,1,1,1,0,0,0
12,301,2450,1,1,1,0,0,0
12,302,2456,1,1,1,0,0,0
12,308,2511,1,1,1,0,0,0
12,317,2583,1,1,1,0,0,0
12,322,2624,1,1,1,0,0,0
12,328,2672,1,1,1,0,0,0
12,336,2736,1,1,1,0,0,0
12,338,2754,1,1,1,0,0,0
12,341,2783,1,1,1,0,0,0
12,342,2792,1,1,1,0,0,0
12,343,2792,1,1,1,0,0,0
12,359,2925,1,1,1,0,0,0
12,365,2975,1,1,1,0,0,0
12,375,3055,1,1,1,0,0,0
12,381,3104,1,1,1,0,0,0
12,387,3159,1,1,1,0,0,0
12,388,3159,1,1,1,0,0,0
12,390,3184,1,1,1,0,0,0
12,391,3184,1,1,1,0,0,0
12,399,3255,1,1,1,0,0,0
12,404,3288,1,1,1,0,0,0
12,407,3320,1,1,1,0,0,0
12,414,3375,1,1,1,0,0,0
12,425,3464,1,1,1,0,0,0
12,431,3519,1,1,1,0,0,0
12,432,3519,1,1,1,0,0,0
12,435,3552,1,1,1,0,0,0
12,436,3552,1,1,1,0,0,0
12,438,3575,1,1,1,1,1,1
12,438,3576,1,1,1,0,0,0
12,439,3575,1,1,1,1,1,1
12,439,3576,1,1,1,0,0,0
12,454,3704,1,1,1,0,0,0
12,467,3807,1,1,1,0,0,0
12,469,3824,1,1,1,0,0,0
12,482,3927,1,1,1,0,0,0
12,486,3968,1,1,1,0,0,0
12,487,3968,1,1,1,0,0,0
12,502,4095,1,1,1,0,0,0
12,510,4160,1,1,1,0,0,0
12,528,4304,1,1,1,0,0,0
12,534,4360,1,1,1,0,0,0
12,535,4360,1,1,1,0,0,0
12,566,4616,1,1,1,0,0,0
12,569,4640,1,1,1,0,0,0
12,582,4744,1,1,1,0,0,0
12,582,4752,1,1,1,0,0,0
12,583,4752,1,1,1,0,0,0
12,605,4940,1,1,1,0,0,0
12,606,4940,1,1,1,0,0,0
12,612,4991,1,1,1,0,0,0
12,685,5589,1,1,1,0,0,0
12,705,5750,1,1,1,0,0,0
12,710,5796,1,1,1,0,0,0
12,711,5796,1,1,1,0,0,0
12,775,6324,1,1,1,0,0,0
12,784,6399,1,1,1,0,0,0
12,804,6565,1,1,1,0,0,0
12,805,6565,1,1,1,0,0,0
12,852,6954,1,1,1,0,0,0
12,868,7084,1,1,1,0,0,0
12,887,7238,1,1,1,0,0,0
12,900,7344,1,1,1,0,0,0
12,964,7865,1,1,1,0,0,0
12,1011,8249,1,1,1,0,0,0
12,1044,8525,1,1,1,0,0,0
12,1091,8905,1,1,1,0,0,0
12,1104,9009,1,1,1,0,0,0
12,1121,9152,1,1,1,0,0,0
12,1122,9152,1,1,1,0,0,0
12,1147,9360,1,1,1,0,0,0
12,1167,9519,1,1,1,0,0,0
12,1195,9750,1,1,1,0,0,0
12,1201,9800,1,1,1,0,0,0
12,1231,10044,1,1,1,0,0,0
12,1234,10074,1,1,1,0,0,0
12,1235,10074,1,1,1,0,0,0
12,1250,10205,1,1,1,0,0,0
12,1251,10205,1,1,1,0,0,0
12,1264,10317,1,1,1,0,0,0
12,1266,10335,1,1,1,0,0,0
12,1306,10659,1,1,1,0,0,0
12,1330,10854,1,1,1,0,0,0
12,1333,10879,1,1,1,1,1,1
12,1333,10880,1,1,1,0,0,0
12,1340,10934,1,1,1,0,0,0
12,1348,11000,1,1,1,0,0,0
12,1417,11570,1,1,1,0,0,0
12,1458,11899,1,1,1,0,0,0
12,1537,12544,1,1,1,0,0,0
12,1816,14819,1,1,1,0,0,0
12,1871,15275,1,1,1,0,0,0
12,1878,15333,1,1,1,0,0,0
12,1879,15333,1,1,1,0,0,0
12,1964,16037,1,1,1,0,0,0
12,1965,16037,1,1,1,0,0,0
12,2030,16575,1,1,1,0,0,0
12,2031,16575,1,1,1,0,0,0
12,2069,16895,1,1,1,0,0,0
12,2070,16895,1,1,1,0,0,0
12,2107,17204,1,1,1,0,0,0
12,2108,17204,1,1,1,0,0,0
12,2110,17225,1,1,1,0,0,0
12,2144,17500,1,1,1,0,0,0
12,2214,18069,1,1,1,0,0,0
12,2253,18395,1,1,1,0,0,0
12,2254,18395,1,1,1,0,0,0
12,2324,18974,1,1,1,0,0,0
12,2365,19305,1,1,1,0,0,0
12,2497,20383,1,1,1,0,0,0
12,2572,20999,1,1,1,0,0,0
12,2695,22000,1,1,1,1,1,1
12,2841,23199,1,1,1,0,0,0
12,2842,23199,1,1,1,0,0,0
12,2883,23540,1,1,1,0,0,0
12,2884,23540,1,1,1,0,0,0
12,2905,23715,1,1,1,0,0,0
