k,d,A,p01_lam,p01_q,p01_raw,p012_lam,p012_q,p012_raw
14,227,2175,1,1,1,0,0,0
14,228,2184,1,1,1,0,0,0
14,235,2255,1,1,1,0,0,0
14,236,2255,1,1,1,0,0,0
14,242,2324,1,1,1,0,0,0
14,243,2324,1,1,1,0,0,0
14,253,2430,1,1,1,0,0,0
14,254,2430,1,1,1,0,0,0
14,254,2431,1,1,1,0,0,0
14,256,2450,1,1,1,0,0,0
14,261,2499,1,0,0,0,0,0
14,272,2603,1,1,1,0,0,0
14,274,2624,1,1,1,0,0,0
14,275,2640,1,1,1,0,0,0
14,276,2640,1,1,1,0,0,0
14,283,2716,1,1,1,0,0,0
14,284,2716,1,1,1,0,0,0
14,293,2805,1,1,1,0,0,0
14,295,2831,1,1,1,0,0,0
14,296,2831,1,1,1,0,0,0
14,305,2925,1,1,1,0,0,0
14,310,2975,1,1,1,0,0,0
14,311,2975,1,1,1,0,0,0
14,313,3002,1,1,1,0,0,0
14,319,3059,1,1,1,0,0,0
14,320,3071,1,1,1,0,0,0
14,321,3071,1,1,1,0,0,0
14,328,3149,1,1,1,0,0,0
14,329,3149,1,1,1,0,0,0
14,336,3224,1,1,1,0,0,0
14,341,3267,1,1,1,0,0,0
14,354,3400,1,1,1,1,1,1
14,355,3400,1,1,1,1,1,1
14,355,3401,1,1,1,0,0,0
14,359,3444,1,1,1,0,0,0
14,367,3519,1,1,1,0,0,0
14,370,3552,1,1,1,0,0,0
14,390,3743,1,1,1,0,0,0
14,394,3780,1,1,1,0,0,0
14,400,3835,1,1,1,0,0,0
14,406,3894,1,1,1,0,0,0
14,414,3975,1,1,1,0,0,0
14,415,3975,1,1,1,0,0,0
14,425,4080,1,1,1,0,0,0
14,427,4095,1,1,1,0,0,0
14,434,4160,1,1,1,0,0,0
14,449,4312,1,1,1,0,0,0
14,450,4312,1,1,1,0,0,0
14,453,4350,1,1,1,1,1,1
14,453,4351,1,1,1,0,0,0
14,454,4350,1,1,1,1,1,1
14,454,4351,1,1,1,0,0,0
14,456,4374,1,0,0,0,0,0
14,461,4424,1,1,1,0,0,0
14,465,4464,1,1,1,1,1,1
14,465,4465,1,1,1,0,0,0
14,477,4575,1,1,1,0,0,0
14,483,4640,1,1,1,0,0,0
14,484,4640,1,1,1,0,0,0
14,485,4655,1,1,1,0,0,0
14,487,4674,1,1,1,0,0,0
14,505,4840,1,1,1,0,0,0
14,509,4883,1,1,1,0,0,0
14,520,4991,1,1,1,0,0,0
14,521,4997,1,1,1,0,0,0
14,523,5015,1,1,1,0,0,0
14,540,5184,1,1,1,0,0,0
14,551,5291,1,1,1,0,0,0
14,552,5291,1,1,1,0,0,0
14,560,5376,1,1,1,0,0,0
14,580,5567,1,1,1,0,0,0
14,586,5624,1,0,0,0,0,0
14,588,5642,1,1,1,0,0,0
14,590,5661,1,1,1,0,0,0
14,596,5719,1,1,1,0,0,0
14,608,5832,1,1,1,0,0,0
14,612,5874,1,0,0,0,0,0
14,621,5966,1,1,1,0,0,0
14,622,5966,1,1,1,0,0,0
14,623,5984,1,1,1,0,0,0
14,624,5984,1,1,1,0,0,0
14,635,6095,1,1,1,0,0,0
14,645,6194,1,1,1,0,0,0
14,646,6194,1,1,1,0,0,0
14,646,6204,1,1,1,0,0,0
14,647,6204,1,1,1,0,0,0
14,653,6272,1,1,1,0,0,0
14,654,6272,1,1,1,0,0,0
14,655,6288,1,1,1,1,1,1
14,655,6289,1,1,1,0,0,0
14,675,6479,1,1,1,0,0,0
14,684,6560,0,1,0,0,0,0
14,685,6578,1,1,1,0,0,0
14,686,6578,1,1,1,0,0,0
14,687,6600,1,1,1,0,0,0
14,688,6600,1,1,1,0,0,0
14,690,6624,1,1,1,0,0,0
14,691,6630,1,1,1,0,0,0
14,700,6720,1,1,1,0,0,0
14,710,6820,1,1,1,0,0,0
14,711,6820,1,1,1,0,0,0
14,728,6992,1,1,1,0,0,0
14,729,6992,1,1,1,0,0,0
14,730,7007,1,1,1,0,0,0
14,735,7055,1,1,1,0,0,0
14,750,7200,1,1,1,0,0,0
14,768,7371,1,1,1,0,0,0
14,770,7391,1,1,1,0,0,0
14,773,7424,1,1,1,0,0,0
14,774,7424,1,1,1,0,0,0
14,807,7749,1,0,0,0,0,0
14,809,7770,1,1,1,0,0,0
14,810,7770,1,1,1,0,0,0
14,833,7999,1,1,1,0,0,0
14,835,8018,1,1,1,0,0,0
14,845,8112,1,1,1,0,0,0
14,853,8189,1,1,1,0,0,0
14,864,8294,1,1,1,0,0,0
14,888,8525,1,1,1,0,0,0
14,892,8568,1,1,1,0,0,0
14,893,8568,1,1,1,0,0,0
14,898,8624,1,1,1,0,0,0
14,924,8873,1,1,1,1,1,1
14,924,8874,1,1,1,0,0,0
14,928,8910,1,1,1,0,0,0
14,948,9100,1,1,1,0,0,0
14,960,9215,1,1,1,0,0,0
14,976,9374,1,0,0,0,0,0
14,977,9374,1,0,0,0,0,0
14,981,9424,1,1,1,0,0,0
14,982,9424,1,1,1,0,0,0
14,995,9557,1,1,1,0,0,0
14,996,9557,1,1,1,0,0,0
14,1017,9765,1,1,1,0,0,0
14,1035,9936,1,1,1,0,0,0
14,1055,10127,1,1,1,0,0,0
14,1059,10165,1,1,1,0,0,0
14,1060,10175,1,1,1,0,0,0
14,1061,10184,1,1,1,0,0,0
14,1080,10374,1,1,1,0,0,0
